I,From,To,Dijkstra Time,Dijkstra Relaxed,Bidirectional Dijkstra Time,Bidirectional Dijkstra Relaxed
26,523055283,4195973180,7098200,45158,5550699,28426
27,1126297251,623567692,262716500,931029,306357501,967158
28,34002226,1660725878,150984599,656986,446949300,982487
29,1952138175,267244423,293661601,1155372,274011900,897849
30,331342377,457399238,290723200,1140819,299549300,972729
31,289547873,289133457,257602900,1003787,299291600,980291
32,1189995728,2069027801,128540400,530181,117243100,394813
33,2501558901,268818919,62609400,288867,77750600,294797
34,466518664,415912453,174248900,735833,105241799,380723
35,1148159647,882376718,26487800,137052,152199700,74040
36,654684,31994688,50548900,230448,28440899,120966
37,2816972817,321987685,215109201,795706,255424999,715240
38,2551278873,1141256458,227659801,859865,241295599,797322
39,310777582,7305515,281404500,1100314,310495601,1024328
40,4350042403,2724147063,162337500,710571,151084799,512387
41,2673690867,261167842,56198500,254675,43977899,176131
42,4329644354,1568204174,115227699,495811,291045500,965162
43,2579953697,47017116,31842400,160391,23680499,95174
44,2817897694,256187687,324802200,867666,164656699,561943
45,2062877920,3470915569,233247200,886695,273374700,899932
46,280488731,1312182440,64232900,280931,62945601,244603
47,1204032285,4123057946,76774001,357359,61620300,255134
48,2342437912,312565825,127837200,557705,267156600,880541
49,4876252547,299133570,291525099,898769,370458100,949714
50,1219552835,1200883422,168847401,599594,127661201,364685
51,560011402,1110741924,409322100,849135,331593000,740603
52,417816303,280410576,306735500,1083509,364624000,1057953
53,30146629,1463994198,18859900,88065,57694900,185329
54,1605581967,1099036427,244932600,834236,284834700,827445
55,280468757,538373598,110287900,364878,82846599,236988
56,5166024971,751441646,242775801,885952,270538701,878438
57,5305089779,3394943519,341532300,868796,248309100,793718
58,1275642516,4564267263,167779999,719079,201141499,680175
59,5049289090,260286157,126567200,547075,100700000,321683
60,820384614,4125266095,298578399,1093972,341870300,945165
61,2149103648,265276944,44328400,193066,27971699,100752
62,321346461,2587921076,153819100,519948,61368700,233175
63,3351572477,2919119207,280412500,1049175,479122300,961019
64,2603306870,4714006440,21858499,100378,24847700,83067
65,1575319384,1105108300,170669700,556990,92811599,270303
66,3088557558,1211052392,33905199,128689,39775500,127314
67,2681232096,1105601060,78297999,265257,30400800,106539
68,3914564740,21455547,21415299,91660,50054301,150201
69,2216066674,401853424,337780799,1106814,296388401,842716
70,4099893020,474600873,257562200,937720,306931800,922319
71,358158519,4351382580,10750400,57623,8639100,37637
72,1485397,385076557,252809899,884786,298613600,874853
73,5361023384,559992663,222915101,771894,478939900,958399
74,346155547,446258418,276804300,1103708,279348400,893351
75,4765134603,4811715729,140510100,567907,167907100,539339
76,1168537878,1699695754,255409700,958294,308577301,938925
77,1460245789,251834465,75271800,287390,62923600,196528
78,540414382,26655998,297454601,1134982,312178100,1057092
79,4983069082,3204790074,162787200,605073,449431301,957098
80,1500772481,1574251079,90238801,391524,57811300,225471
81,295340169,1024915635,52018401,225176,19707000,85847
82,1200542239,2047035034,238133900,830366,238300800,725025
83,1653078032,4506985192,124599400,515214,289681300,859160
84,1390986855,303931969,18387700,100983,15982700,70398
85,3031573737,300322428,177009201,723877,156037800,538437
86,459414182,1088809034,142063701,554335,286362000,902043
87,386479318,276218719,2540401,15776,1832199,12149
88,1355669394,197824846,126476800,493206,289807400,907390
89,7211086,279550630,98985099,408124,152159799,516341
90,2917912302,271806148,145160401,387859,104669599,348848
91,664743773,1132363733,189230799,778265,154221899,506793
92,290792030,49552567,120679299,486466,68745299,240479
93,1661299094,1082697440,37781400,177199,35088100,147432
94,1510047261,4530494810,267043800,971725,315392400,929825
95,1242372061,4884797160,9925400,57995,14658699,67674
96,1280028766,4905922250,240547500,899708,307068700,987751
97,7897071,4868687411,81247301,376423,68317801,197633
98,5091005537,5223337605,26942900,105719,15588601,66183
99,828676018,27195224,331538700,1060817,313513800,961697
100,3476268185,442000754,100793900,386520,105326900,321813
101,2232309204,1748832644,102674600,404293,78622401,257908
102,2987470479,1343692104,340869300,1166044,434928000,942499
103,897467701,421869915,338812300,1153774,328478901,906324
104,3104131729,1579915064,183875400,689312,193323100,593213
105,4995742284,430708273,7281901,46555,5454799,24909
106,53331921,1624082803,62485800,264075,51447200,192595
107,1412166431,2281255314,70755600,317539,47827500,195268
108,366531089,2306360006,235178201,851346,218166899,687116
109,1136367326,364429746,121070301,524264,133046600,469594
110,310655396,280968026,69961901,320389,51053000,169939
111,444812584,340422881,112447799,396616,92176100,307939
112,726751653,2266832480,90719001,382248,44652499,190658
113,174041596,1291615252,383854800,972008,349250600,1042950
114,2118464816,3326092002,262446101,861221,271463200,901518
115,2488791314,291888168,286718601,1119310,286730000,975701
116,1693464182,149111057,239833401,918809,286449200,862989
117,3265371586,31233406,422523699,1174811,277419099,906347
118,3889774597,261022081,31242100,148750,21604100,92379
119,895307607,1271497920,171802401,769348,339085100,1119214
120,303794397,4988047229,63852800,295383,60614800,247362
121,280698037,656632545,123931100,522492,74174300,276123
122,4940843859,38430652,209596100,763235,155988300,545695
123,1140780265,1414909314,277988500,1099997,166643399,463633
124,2217381411,392294351,94989100,365646,105466699,322494
125,280735910,2336879725,305598601,1075086,347236599,1055877
126,3374070466,302138618,155239100,376684,56160000,209989
127,2382124867,283136182,149211001,516140,77476899,287134
128,5216111328,2588150654,273676301,1064815,325019100,963079
129,1540773145,2512161809,193280200,751638,146790799,452320
130,824390488,312591639,51044700,211729,23476400,91462
131,2587691245,1611461065,172128700,511617,191052900,616406
132,5372258698,1217907680,237211999,819024,296571700,901145
133,1658471038,1578752640,41516000,176371,32034799,110294
134,3783172447,1574166951,310803500,1059229,313574799,929519
135,71681145,1169075764,243567500,898252,284992599,943116
136,3252178098,1187639817,123939400,526853,99917801,341093
137,316422759,234248118,2225900,15089,2202699,11337
138,321745043,1757556034,157559700,405282,141514400,379769
139,3249176312,320922807,46145201,184308,35227100,113410
140,2194738340,118139,164604800,591227,90523800,291001
141,3451123885,1976787660,125733099,471708,55422599,159620
142,436068764,278299348,118253100,408676,62203600,207963
143,1130992941,1380519187,178817100,680879,96342601,306837
144,534349269,1390302614,349353899,1095603,338302600,962955
145,3954290878,3873082570,118592300,465582,309742299,788627
146,321352925,4458282751,13593801,51796,18325199,48091
147,321356230,1092828097,57903000,220399,78618900,249566
148,1216108935,1582842111,336615300,1009753,240070300,651441
149,1465417956,1126108856,271191900,791255,160444700,444490
150,3374166212,1484895696,270702900,895485,346582800,879737
151,310129350,1091343518,265208900,740757,175053299,466203
152,318874494,1231110918,275195000,874810,255744700,758307
153,861814502,202874351,62452901,240280,111770101,111057
154,1983615833,738838744,375567200,980726,355471800,912319
155,4403331387,3106246874,8380600,45151,20542100,93986
156,1519108949,278710103,68397200,303356,29565800,124760
157,271323313,4938308571,141461100,577026,101228200,354697
158,4572017388,279557726,288872400,998383,293790200,816302
159,4927445907,441513820,84914301,335529,102162100,323456
160,2090465428,1804131396,95574900,377689,126001000,422095
161,1131547168,471612890,39484600,192535,27969600,112633
162,26198707,1705482978,326082401,1137731,276234700,865663
163,313987360,2061373804,274799801,1041564,277190400,849166
164,437117963,538260611,236238900,846688,143979000,494732
165,681886,308442945,51291600,231696,46408600,190683
166,1796669646,4108747440,8122599,42395,4230400,21246
167,387465025,681177,365666799,930362,279956701,867248
168,2566209739,281412090,106834000,450113,121865000,417352
169,1250474033,608647484,306411800,1171284,359029799,977447
170,2274749205,3513235272,35100000,170853,14386500,60954
171,312315043,2942006411,288235200,1008195,390923601,999047
172,1393827610,372527924,251179800,864076,303597601,866515
173,316429770,4202690997,336011800,879508,293072499,865770
174,470200728,2297871191,138273300,536001,147574501,476807
175,446290752,382034920,319537101,1122210,344316501,1068888
176,1905360316,365260629,119958500,417998,93320599,342670
177,31462978,31226230,79114699,347788,113735400,260638
178,271419778,1196611316,315033999,1088645,206199999,628495
179,576779,317189854,133120600,557188,305508301,893718
180,746854501,1159029880,15141800,85059,27068600,111164
181,1272381303,252127173,37899100,166885,60270100,213501
182,365962415,1139616935,414638801,1110618,300945900,837511
183,5049289116,855566439,68197800,278076,51246200,147547
184,308110901,25753540,29002400,128702,25204099,91358
185,1263350167,1088642387,201777100,760449,180850600,594177
186,2629282076,700037948,150461599,591330,70242000,260185
187,2291653620,925335743,4315900,23786,2275900,11352
188,700984503,279833014,274152500,853835,185964199,534373
189,366661935,1580610390,142192900,618596,283982300,922916
190,5226180914,3110806239,277950901,1075370,297740700,804750
191,1562860716,2920463596,134918700,425309,190620800,366085
192,1172176601,33675669,41176300,154073,27541700,95727
193,281807080,4937935218,71352601,217509,35918400,120660
194,3267999468,33955406,349989700,1158080,427263799,1012086
195,1287145437,4560927304,338484500,1128393,264519400,673555
196,30406698,25030813,426039000,944151,270227501,803633
197,5258048531,4708710601,21343900,106239,23897200,103954
198,2425841317,384843414,130180001,541700,53801100,222298
199,2343556214,1267087119,144205600,601047,314108700,935176
200,1080728384,1989440411,183803401,707718,121804601,370352
201,330567550,4642140082,257988099,836504,230555400,699142
202,1291615288,1650480115,122899300,445794,194428900,577987
203,340378108,118350607,249403300,910688,189771200,664540
204,1584052328,3339501301,313134000,1137907,409615000,914525
205,1120192200,1582223171,177503700,649876,256716801,689237
206,2225797346,30911550,355740599,1151753,354631500,1005800
207,2250913411,4551312694,278830099,997904,348655801,940438
208,4938708148,4349902998,161622600,521910,180126900,242729
209,265164908,30146623,115628300,283070,69921799,190606
210,25114930,430428482,285634500,809702,352478100,864309
211,3060625272,1244625002,142513800,462038,78471300,227769
212,3391417682,1270545732,73029701,263779,155589700,346464
213,846580494,2342163440,3725900,14664,2175500,9431
214,1994428815,280557953,248530800,759255,137971600,346921
215,279385195,1639350313,348953601,1126668,347454301,967684
216,281780993,1542849871,85407100,344153,60557500,207962
217,602640693,2458113534,320797500,1161393,363393600,1125444
218,321356367,670467348,179611400,493031,66520301,214819
219,280735930,1465969448,161997301,555504,56331899,167413
220,1373648669,3366252516,49229301,195990,45019400,154076
221,488452977,290826304,251228000,834949,263917300,803087
222,435264258,386162932,10446000,53755,49213801,35713
223,1136504268,1622084282,34706499,165480,12257200,57189
224,2398614148,250689577,201306600,761758,388758999,1115565
225,1510041512,2772438020,183112000,783321,146798500,435636
226,5007359414,281285694,139771701,524393,295807801,912189
227,366949531,898746821,11232100,60496,7834699,41210
228,2538648522,2327351755,258250801,994807,102154401,369547
229,4202755951,3328998914,155211600,683854,343025600,870381
230,4021978338,273406824,136051400,505966,70087000,248436
231,881415439,3636076595,128242699,489178,57230701,203287
232,5023332343,252639034,185442800,709430,111648900,379102
233,1205849558,826435602,191896400,757546,192341800,585477
234,333185278,250381921,52954100,209971,40933700,143967
235,925335727,1587155915,160208100,648055,60575599,234497
236,83729650,2390065778,147522200,633823,282161900,946061
237,266225719,3373309077,272195300,986719,307097700,903159
238,2522086567,18178312,344644500,1038200,278162701,749089
239,410627559,1080007801,280450700,686680,143536100,360845
240,280301755,410361144,209415599,585228,126954100,348062
241,1437729326,624331011,73206200,241873,50989100,141082
242,1419615611,2940710175,83325800,243592,34327100,88407
243,4354464,2390788118,162969700,434990,154027300,394306
244,253665212,1085830540,316514699,1019090,336482101,910552
245,5404387705,1973730914,41955800,189410,47780000,163522
246,4349641798,3079897132,222052901,783032,206574700,582102
247,2287008714,3977035892,288195999,1116689,196009200,689883
248,454580866,1873527039,153822300,672511,355840200,1012825
249,2500486518,2395964597,119478200,454913,96897300,322359
250,1199382071,31994571,401392799,1151310,349574000,1090991
251,670670146,1280755161,112872800,436490,97083501,335732
252,1577449053,3463286594,177391999,569775,86689201,231664
253,2058835817,2581728955,92320300,377880,88237700,273244
254,1177995528,289549168,249065600,694366,105257400,273873
255,456351983,2013555653,317898700,1111359,326766799,976074
256,705858109,2417425516,121321000,496567,73440201,256938
257,1652678803,442157992,61189100,268391,107365100,400359
258,4471270729,3449182815,148585400,477846,236434101,738098
259,846320202,3724892501,173277400,702359,154150601,512899
260,2035467325,2324852579,251933800,879834,231434700,631003
261,562623300,252109048,274894000,1050314,149563200,526919
262,1277725588,1301954840,257204100,1000058,324596800,891583
263,32993235,266664927,184594100,804992,140933100,511778
264,343436450,30942790,7762400,44825,4711799,26242
265,5341592382,3121140578,271739000,971530,276017700,672589
266,3812307135,280003623,100780301,379136,148043001,396139
267,1757494329,281975270,130128100,432395,237273500,620471
268,266645280,4524442056,141952700,465863,58247800,180267
269,29785582,148943722,314464300,987895,436647299,980968
270,2396284568,408447287,299789000,1060308,326046500,944895
271,303930876,5041988260,46120401,186867,28797300,109908
272,2216066673,1425441223,343362000,959860,192690299,588045
273,5408053477,294233407,251782599,969931,323575100,955108
274,1096737294,1141360858,195332899,711357,149390100,483219
275,1360618441,1100808127,326494300,875232,192413000,526776
276,281710378,282392939,38005701,166741,14535400,65841
277,2391112235,285269124,194000100,757320,117368499,373481
278,639306223,820446282,300511100,1104281,360062800,952078
279,4180480245,576724,391452100,1018730,290563900,808573
280,282697898,661301754,37922800,160223,25172399,92652
281,4496717527,271844677,29552400,135178,47098600,168991
282,1465313253,3203505899,413988599,1132808,457054300,1034011
283,1264097744,310478399,311917700,1015459,363583900,1039527
284,1077501892,4160829614,10160500,56927,57036700,218534
285,444647418,3811700792,31706300,139848,86434400,158251
286,2118398591,311599851,3368800,20869,1897299,11417
287,149129517,3691315019,17259900,84002,5601400,29051
288,344580067,4793647913,51069301,211463,45175600,172394
289,299615118,3974082572,292453100,1105188,307995600,854924
290,1477612445,4503168733,142985900,574337,351228600,840988
291,1137742768,4185604468,359120501,1110342,329875500,990509
292,286582227,1538694963,325401100,1161198,343966200,877561
293,623872703,1222226772,246719900,867861,316106700,822896
294,4123057896,3336238702,35131900,152518,26047200,95924
295,264907018,3587994458,178695099,676432,212743900,495890
296,547042111,1125180423,101617000,365183,77342400,219775
297,1814161246,2668095401,409237399,1174042,398976199,1123260
298,1818608218,302066608,186767100,777033,105319201,353573
299,1311721104,2070378719,36798499,184176,31522701,120373
300,312329741,2641818612,38025501,171470,44287401,163731
301,371400720,270458214,71108500,308558,57923099,200327
302,3268034099,4104452191,65677400,290478,48033400,178675
303,1084953234,3292622881,32562200,146827,66545199,199795
304,846266963,476892595,348325800,950385,398938600,916202
305,1176076082,1189879883,52339099,161844,17057799,48144
306,5053501139,393355270,267913699,843222,307273500,790362
307,1562922467,694685545,290033400,1065653,441129699,1046235
308,280286807,3060707254,89790400,263046,28757700,100052
309,30916373,1135482772,72884200,250034,22407701,84361
310,3965918830,274751798,129910601,509172,323667401,890755
311,251075281,245467182,336928800,1012515,380006800,975015
312,3762039811,1737598643,204491800,789314,209352800,664833
313,4521975007,1529375553,13717099,67713,5399100,29039
314,268814907,3899005223,133960700,559832,422877700,932464
315,2055745645,95378042,19842600,92663,10763300,46105
316,296445804,1582223170,131067601,481661,126417900,467294
317,2512161817,285884640,300383300,1105503,378428701,1055582
318,1588297629,12697785,264484400,802497,154097900,478101
319,130591000,2586660275,53021899,206011,44166500,160656
320,1818152436,1932865023,456523300,1131490,420363200,1049624
321,1531486987,457278542,258658901,946317,356225500,907116
322,280742859,831853375,238740300,868608,205331700,735506
323,1544935256,862030721,136294000,302428,87183400,247095
324,244907526,1427436671,119467301,395270,117643500,267589
325,2188954196,1413293275,161710200,525351,361357600,1002653
326,310654008,155731637,90434300,315845,81773300,231801
327,3741290527,95282566,324371700,909737,412139800,958107
328,257077759,3150280232,157519200,559681,486752500,1065793
329,305028596,1119074306,178749000,686652,124748700,424434
330,295513003,255381858,291491501,1135048,304578200,903622
331,1221573105,2456044682,302907100,896962,336185800,932962
332,1586671831,1142283484,283175301,867565,322026299,860526
333,3343890769,258378435,256542699,863967,401774400,1010958
334,4619249183,279654694,196498099,776874,67837199,246361
335,290877279,3494598725,114281100,446188,54102200,193755
336,3153983415,295209039,402149000,1143172,391214299,1062553
337,1172871874,2319014320,144483500,494468,57298899,193678
338,2393593309,1804517725,107417500,331230,46708600,158960
339,393463731,2093980078,282058700,1087541,315263100,1011838
340,403443173,4676263860,315615099,913064,205194300,610598
341,1129796684,2071260604,272944901,815336,263395799,593746
342,1546329716,1128414768,17442200,66263,7772500,31015
343,1184270132,1780930158,150312199,483817,40098900,145908
344,3440083313,5404229666,16125800,79202,9470700,46002
345,4774320789,1155138277,163722501,664501,59575100,230636
346,4785298289,1410123989,3759200,25508,2537000,15390
347,2908120214,1356121948,112355500,413547,61866000,196366
348,846289633,5223426810,5375000,28633,4685300,21823
349,417165667,245472076,174775800,643243,140255899,485856
350,280817498,563290895,8957000,47958,9562801,51776
351,4434857561,1091923968,232961601,815099,206799000,652842
352,1580191109,3795846312,222168100,794862,132720300,462248
353,728868863,278790608,297656300,1164091,371455299,1022478
354,10683445,59859304,28047000,128989,20622900,84363
355,4560207232,270091415,123111401,471085,78637000,295721
356,3783947249,291535651,337479899,1072253,308361600,923115
357,1697763882,1360394876,315282200,1139450,188392600,620141
358,660742313,364424677,168486101,507180,129830699,440302
359,3285814166,1142283008,74104200,335512,44881900,179123
360,2038571415,1618884914,40678100,188366,26860100,109837
361,401845841,566371030,279681701,1089823,361737799,980588
362,1725578630,21455328,301172699,967512,302742100,816946
363,71483597,1414879532,73815400,274689,77411400,248512
364,798599739,1168438650,165772300,620106,110657400,372974
365,1436707076,1740249564,286224000,1135719,313313700,1019072
366,112288328,3964478765,278259001,838710,179609200,611956
367,2485456151,737146871,190529301,796245,226070801,741615
368,2350713656,1438513630,279100600,1030776,303634600,732211
369,206373935,2247778967,192210000,752348,134369801,431400
370,3687324551,4774247600,176586899,702969,156086800,457286
371,1666611230,1125181840,200838600,506822,305775299,845759
372,918473110,761574469,134484699,496981,76521100,249709
373,2277851607,460404165,6465000,37446,10063300,42419
374,4280986035,4872909668,209823101,722756,161109301,453410
375,1297058565,2503821980,173400001,737798,332783300,936128
376,276219123,1148955916,193157000,775406,193521900,505869
377,414834593,4209986502,94122301,338185,39155999,147724
378,270143542,5367886696,192572301,745101,161661599,489904
379,1189879771,1575617472,7463600,35323,2282800,12504
380,2514867522,890448452,96009500,403933,52857600,195712
381,528730460,252111201,324971500,1148963,321391999,969210
382,33985255,605282583,113937600,473426,265622600,850146
383,257074941,1115789210,297959600,1092046,385604700,1044482
384,683408693,8328769,306718800,1084971,337525201,900993
385,2989498321,280871975,87605600,383169,119083800,391903
386,2916173499,4955478691,266016900,844111,218050800,574510
387,2206308964,1100888140,322301400,1126836,353266101,969271
388,73206082,1023085277,151403700,640187,387780400,968198
389,2466657092,825841352,192516400,512490,128653100,389042
390,2833163564,337956527,254402601,854700,247346201,689530
391,319089107,4868621113,186928600,536053,111969301,280205
392,3905350928,3152259795,393527400,1172612,390699101,1145054
393,1081020465,3109085560,76985000,339872,163762399,494743
394,484268416,281834060,304313999,1113840,349373301,956411
395,266228050,2056305178,241842001,906772,263566000,870495
396,1689133540,1612703728,15954400,65388,25137500,103576
397,277272585,3406817970,356724100,1087293,340503001,1017403
398,725895178,248209997,134069400,481448,66461800,245797
399,403412370,3901471419,110427300,410511,114542499,369660
400,1409057080,352709549,16094400,66825,62585499,104344
401,1234122911,2119637675,102463800,241655,61599399,188910
402,1249718597,2289712320,311167200,819196,275165400,581703
403,485959730,255935083,189943899,604045,83398200,250216
404,1754055499,2361327081,242038201,884097,229042200,751846
405,1170386218,268227551,205235300,586728,59437100,219845
406,1271497982,759791948,112933301,437223,35679900,137666
407,4521955002,420229665,157207400,621009,82844500,306406
408,3435618298,2381114244,290957300,1141292,419095301,1092752
409,290878240,673971996,18486201,100070,10453299,47963
410,1029583962,258374976,190784700,554878,144419000,255157
411,25643755,1818608284,174370200,429871,136081900,355653
412,3223293579,2054835150,382944501,918433,407025900,847295
413,2598009358,525679862,392785799,977437,377840600,1001247
414,2700972461,276126427,84586800,354341,190275400,405970
415,626484253,376650869,290832900,828839,215147299,592988
416,1098744918,3210032342,295655500,1089005,269875400,864653
417,252648592,1684475926,297913499,812641,210358200,552764
418,1119607864,611262311,133531299,428597,282419500,715214
419,100228714,2913295105,25056000,100009,92283399,281574
420,547035132,4897968515,137127501,462522,75897900,241207
421,2034815437,759791942,256588401,951733,316843099,879608
422,1514213864,4454270016,192438801,805535,108222100,396418
423,286999626,2260595319,42672900,185678,25857499,104834
424,1100854744,452135491,63181400,284294,71765000,267451
425,1107371199,3447426025,247368800,948333,313553301,867014
426,711697966,4120637352,272160200,984948,257916800,826820
427,324284224,1237693347,246183000,1015089,315669200,986272
428,1558555546,3960623001,173308300,444803,40136199,148438
429,383119806,2615990380,281395500,932736,122590000,381786
430,1937258720,3001195320,169375100,593073,336172899,882664
431,148480,4774321060,159770500,558713,418964500,1002087
432,305629323,1963463073,318136600,1052232,370364300,953273
433,1048456267,4616120145,67628200,260035,42889099,141446
434,855658058,281725471,113599200,376079,49488101,166408
435,118825,1176876203,288928900,996559,305163300,883082
436,1143667744,286914290,63970499,259335,69180101,244778
437,258378589,1298700874,64923600,250941,31914999,96025
438,1611059663,2294517667,143096601,368734,178326500,428837
439,2066776657,276261061,309148701,830011,367250099,920931
440,1357417882,674686232,156284600,487384,96734300,255989
441,1483972041,338760520,293826001,1015634,411626701,988513
442,4603984981,1939246840,48077500,204779,19070600,83804
443,413215470,2637014839,158485799,636819,96310000,331981
444,68372602,419134994,115843999,511552,369588700,965462
445,481014424,411273937,86577600,400992,96693099,338763
446,321728042,3152957156,4654100,27690,4968300,25513
447,2318155293,313547072,28414401,138149,16468200,73849
448,1119557645,1551032064,64208300,272295,71926300,225223
449,4428983829,1093786873,120990600,509027,78333000,281990
450,1142989286,527835165,236051799,874283,274765300,919209
451,307397542,282025024,4806600,28812,3864199,19697
452,1411408009,112289158,188529801,791853,142678700,514824
453,1242371913,106459813,246089700,949276,342266999,876191
454,429654009,436108435,124922500,391102,58407300,217173
455,1411647860,456214682,195909800,801883,126660300,371071
456,271243335,1880070492,150842500,629980,112915799,408981
457,279895076,1127674819,202813100,776380,170520501,536180
458,1610346511,414977906,190564300,640552,379196300,981870
459,1096232562,288136395,347701700,1076283,358710300,1003711
460,3721184811,1280520734,159646600,478183,143061300,378481
461,1216346296,1108870861,230244599,722110,177625300,468702
462,4911939244,4065829996,287633800,961933,287142900,911612
463,3221718949,30916243,51415501,211015,33989499,145589
464,4872974051,94069189,52360901,241671,64714600,238860
465,1092326396,351865477,134323100,389874,90009599,308265
466,60269632,7395022,157198701,563824,102582700,320882
467,2344600300,30362593,57635900,231360,59555400,197953
468,1105359498,1568967600,64979599,232041,50316900,176773
469,527344234,244466755,316033099,1092750,345287200,1023001
470,484699050,4898731066,196630300,805377,173284200,539884
471,2853613942,4434857572,288255099,1054389,369238599,963823
472,1312374637,272213304,28000800,138036,46643000,162466
473,1105110174,29813361,311176901,1153215,401172299,1004410
474,2034843160,4898272758,246014100,879411,414460401,829855
475,1094514406,3923207147,114680201,397254,137115799,375649
476,279380308,4534588722,315392499,1084012,323986200,975543
477,1568204130,4383620860,142863400,603115,111004501,296609
478,281699559,252323246,160973599,629569,335144199,1025101
479,3696537780,2876019521,122478500,462441,62482900,239982
480,2570247788,601064714,116042799,493160,284101799,845141
481,1256403428,1582808232,95245101,375635,72141700,227456
482,2642612193,4141454872,360717901,1075672,355826900,807433
483,3310357486,4208635120,191101400,710852,156013500,519011
484,2833163566,1430425023,61450200,277511,39426200,168224
485,4778644051,2197441661,47424600,208023,30793899,125439
486,4002327309,4787170814,111658800,434676,130363200,410190
487,1422138084,1231399438,25307500,119613,14518699,66967
488,295632395,2063782701,289681300,894231,290727201,820316
489,60885211,349301782,14348200,68581,6053500,31259
490,1415106623,4535774937,293924900,976904,380298399,947343
491,2349103673,321349988,373963400,1079208,307264500,808460
