I,From,To,Dijkstra Time,Dijkstra Relaxed,Bidirectional Dijkstra Time,Bidirectional Dijkstra Relaxed,Contraction Hierarchy Time,Contraction Hierarchy Relaxed
962,4549357353,1028819397,37897599,303350,67991200,367294,1313000,5631
963,111644116,4366281558,52212800,396882,73128800,409245,1218599,5030
964,1277218350,32994474,238250099,1596186,178212101,1000624,1198700,6115
965,247933199,1420267316,311678200,1889629,411777300,2130284,2538200,11654
966,1138254632,2513187668,40228900,324858,17911001,137943,850700,3842
967,300319565,443747333,300484301,2050553,375761699,1529240,2399500,11908
968,2401522759,654084147,6882400,62160,5313800,38537,268500,1038
969,1576178528,602444220,137393000,929898,46162600,303432,1441501,8097
970,3533096154,3186251689,76551801,285532,41185400,278733,647200,2978
971,255444959,2153613591,35491900,302856,62319600,457582,1091400,5571
972,3505312093,7853946,47502900,390879,18631700,151492,809900,4052
973,683428160,85765641,305282599,2019498,361851801,2004270,2088999,10915
974,26266206,334213067,22422100,195051,7132600,51075,576901,2602
975,2506835597,26526270,435368101,2006255,407850999,1988528,4175600,15179
976,260212329,1441030796,91310400,702001,24272500,176033,690001,3469
977,3479586701,1016919166,129797399,915722,292630000,1535797,1710601,8110
978,1496112583,3724806172,242959200,1477644,162093101,931178,2149299,11231
979,5149953035,1604315113,317433300,2120513,369190499,2039201,2107200,10968
980,296014638,335319851,36646199,266110,11859900,90970,543700,2235
981,1227758264,3211662093,130256900,784072,80240000,534409,1129100,5404
982,3168248834,4244288132,11485100,102243,12150300,96074,491100,2327
983,1303470069,4418680724,86176400,689138,60289700,412501,977501,4121
984,292019249,1558656851,125352401,852410,64293200,397790,1051001,5463
985,3170100830,745834751,160789800,1190560,101438500,622607,1296300,6715
986,413408734,4198740144,230098800,1451410,113848500,678796,1367100,6796
987,1258865656,390741281,27552901,237336,11437200,88260,740800,3391
988,2229462778,288662772,304737199,2042797,341148400,1907977,2596801,12544
989,339738671,2333040076,340160300,2081207,377980400,2003817,2054401,9634
990,4839251148,1179263010,73445200,528816,145585400,677908,2314800,10332
991,3791966028,1591399725,108300400,522497,79919800,339838,1473801,5926
992,5104206851,260909542,89308299,604277,110268900,616792,1590400,7473
993,1298267000,2852225150,29905699,227304,17693999,126701,589101,2639
994,2216801042,429971111,183820599,1329945,387699999,1920958,2249700,10691
995,1151804013,4052385446,21224600,179473,45150100,286730,811801,3289
996,334163587,3824426613,339539001,2253000,448629200,2201412,2215100,10924
997,3656785496,265958080,186130100,1274215,115521799,526336,1033000,4448
998,5053624710,1106661721,362629700,2340783,376437601,1907175,2207600,10349
999,333176804,1303189721,215799000,1442652,169525800,692164,1607000,7455
