I,From,To,Dijkstra Time,Dijkstra Relaxed,Bidirectional Dijkstra Time,Bidirectional Dijkstra Relaxed,Contraction Hierarchy Time,Contraction Hierarchy Relaxed
542,4918987372,2493506640,173490401,1206296,398239699,1799821,1463399,6250
543,2090465386,264519180,188138801,1242438,444609800,2092962,2390901,11150
544,151025013,527839839,267565601,1610478,114329400,680295,2526499,8271
545,4329700830,429245480,186854900,1359650,129513601,692817,1602999,8141
546,3476268022,3680678000,333165200,2081433,406452401,2127236,4503200,10743
547,4839136893,1688831460,332320800,2267466,396933500,1875158,2292200,11913
548,1151618148,560005518,269360100,1693764,401919000,1916187,1975999,9981
549,1298267006,382956913,450235801,2300720,389100899,2047211,1811500,7957
550,280669587,1274080966,287116300,1742897,269027700,984179,1394300,6748
551,2513659767,2501444106,111026001,754520,43791599,293122,1447800,7370
552,5224760406,432506400,22634401,198705,9770200,82062,652200,3177
553,3811211063,3285809458,3497401,38823,2591600,24376,287100,1389
554,2233590844,3065575707,90126200,674092,81579700,372661,953101,4087
555,611661992,3235206065,47899600,401287,27195600,196817,968400,4808
556,1183277531,3158423218,24325800,165894,12013300,97067,561400,2900
557,1569406320,1510327515,211172400,1499117,153331600,773917,1867300,9602
558,458321965,2990667759,38690200,337357,53738200,332964,938100,4746
559,973685655,4621421774,27502100,226870,16832801,134669,795100,4142
560,287089901,126020762,180978300,865094,51246100,338436,1321100,5939
561,3262975600,3404439925,36157200,264099,20260699,146772,998300,4607
562,1266858153,738838969,300188500,2020577,400028800,2142808,1896600,8578
563,1931047105,403412313,113535100,619461,24950100,183901,1051900,5586
564,25614517,2231455614,326392099,2270892,424708200,1996170,1609200,7459
565,27427693,411614124,151497299,1073531,387441099,1943214,1436100,7495
566,656071953,603156899,45440900,181706,37197100,111307,888300,2218
567,4427012213,251448509,5440101,26866,4070900,18529,300700,338
568,251827150,3719162410,408057100,2197988,413592800,2026241,2310900,11532
569,2079097719,530103770,229868000,1633658,393309100,1916497,2347800,10983
570,880801407,1390335287,76153599,561770,40764600,284172,945700,4681
571,432450765,5203306457,96316500,727784,60430900,375454,1215101,6409
572,4289087520,2347150954,164311600,1173455,151468900,691049,1606800,7953
573,5149601577,249582236,207165199,1458323,131192300,718820,4112500,7916
574,20923501,280466361,118045100,874913,282183200,1463443,2144300,7826
575,4438230835,399771783,72018800,521587,26517701,191324,750400,4161
576,253819571,1608423525,150744901,1061700,109947800,658468,1337401,7088
577,735026600,570663,323341100,1958504,331407200,1712596,2009899,9414
578,263407536,2813909821,35683100,294893,12477300,101772,645600,2862
579,4086020513,2214510314,226072300,1666132,358003699,1599462,2017600,10767
580,2122682936,2457376857,227229601,1656595,401566799,1949323,2346099,10494
581,310879703,417280441,376563600,2264442,420039100,2010964,2333199,9346
582,452135349,1168492699,16580800,104267,5335199,40947,316600,675
583,1153310575,506350521,333039200,1939669,412742400,1855790,3936600,11320
584,259983162,2411514884,333813901,1942771,420605901,1848995,2070100,9369
585,1124844571,1311823809,330277401,1942474,437041400,1912653,2226900,10044
586,1128106859,443699144,439249099,2244089,369159600,1932534,2898700,7210
587,1091807481,3657487850,217047600,1322413,109015200,621826,887300,4141
588,1114488486,315981769,354269700,2194745,431937200,1870212,2508599,9907
589,4494088483,918739327,364062199,1731777,184726301,837294,1892000,9170
590,1457092123,1068965037,48962500,390959,95538299,530720,1164100,5488
591,1183090196,835405546,199445799,1369571,183181800,987528,1465299,7856
592,1142148720,4462122030,301130599,1803039,320026700,1701456,2417901,11359
593,5241869412,986067506,270739500,1839242,414004500,2019797,2634299,14045
594,4285001510,2509782715,434418799,2406249,370249501,1927692,2445200,10901
595,21455840,1569484974,177111001,987931,96927200,604063,2105799,11949
596,2497108078,1246360069,316531900,2044672,432651500,2014588,1947700,9134
597,75620277,1122279879,283425699,1643297,166882800,895376,2007800,9369
598,282018622,4621421773,67195200,456827,23670200,150569,1662499,4274
599,332343424,3777851166,3528000,30459,1650601,14427,164801,545
600,280394986,525850559,385215800,2055174,676701500,2202162,2263100,9794
601,4436237700,3254033760,78886500,564181,128047700,686490,1500300,7460
602,2375811706,3696540140,402887801,1887224,228056301,1012925,3818000,10134
603,493428408,2411655480,146168099,982158,85171900,521313,1714600,8511
604,3897691709,2501426745,302762601,1805575,394522999,1861244,1977201,9424
605,3898761356,2338107518,244687599,1433749,171555900,1019574,1426899,6127
606,2005343935,30945338,207641400,1510369,363012999,1931041,1909900,8698
607,360252188,2655529839,10165600,102441,24395200,186920,659501,2126
608,928788369,1571946337,159157600,948971,69191100,384043,1119200,5801
609,3893969003,1576155315,187422200,1384049,367943700,1855603,2744000,12764
610,1089473854,1268944557,200114900,1391679,422923600,1731476,1561800,7611
611,1689446192,1145892531,20545600,175426,8617900,55650,431001,1765
612,1157883100,582675876,295403300,1810531,274849400,1522375,2342201,11894
613,32347844,1283395418,179424300,1228526,429866999,2185164,2304900,11534
614,264132789,3494599306,338569999,1983735,261607199,1198213,1723200,7521
615,1604088060,2501125996,169378399,1173683,112342300,608515,1442100,8124
616,1268207459,275541138,312066601,1927381,482198000,2019221,2259200,11051
617,4874419064,1576155080,161571600,970022,128749500,668342,1413100,6873
618,1550093715,84873732,387017200,2076746,390338800,1785625,2605099,9391
619,119100963,1092791414,25613400,182506,15820200,73278,1164300,3249
620,1172899589,3011981885,308961100,1488968,151379401,713876,2116600,10652
621,2745528737,4176680448,84933699,630344,59425899,437455,1151300,5740
622,30561923,2142658593,22227701,182537,11393900,95373,817800,4080
623,387788547,1587649570,2118399,23350,6216199,56017,278900,1536
624,1147627054,664773886,158633800,997676,245554000,1086255,3188400,7231
625,1301903244,2919245069,357394700,2105273,364936600,1935372,1511200,6766
626,266165302,1735720334,5851300,53694,4982600,43235,314899,1507
627,1503717949,271843771,301377800,1728951,262036400,1130962,2939300,8213
628,4558555585,461987800,305117499,1988546,371683700,1785928,1039901,3972
629,258381270,310877949,152475701,933315,72335500,436597,1757000,8743
630,911745645,3368020802,325630500,2191704,414611399,2075567,1852700,8867
631,1141413184,2955845819,172831400,1135564,79165400,485768,1411001,6985
632,2989498320,3352115423,177225300,1275068,195428500,723870,1539300,6551
633,2723546733,2606351633,87090000,609785,47458301,318029,1335400,6426
634,4847381488,1454308299,83475900,610633,85840501,540833,1083000,5374
635,1194160005,3675300418,202699400,1394859,146935600,810233,3049900,9618
636,1182725529,1873136723,73612900,568290,114281400,580690,2326500,7051
637,264514149,3678939334,34124701,243222,16515000,134434,524400,2610
638,281873608,3953434949,99039501,732499,97482901,575575,1155600,5538
639,5188179698,2964712198,187364199,1066641,103191300,534429,1343300,5861
640,448896997,2293009592,106073199,739488,88163900,535472,1578000,8640
641,673934115,265406615,60957000,460528,46906800,327763,806700,3139
642,3796126000,2876504333,163148600,1149910,360880200,1850696,2400100,10156
643,2514050613,669098735,26441201,213287,24621300,179120,1120899,4887
644,2686172925,937036048,42659200,372696,65054500,396882,1384100,7142
645,3577234165,1486379204,40572400,350245,55215001,174491,642300,3597
646,4538664288,1446646106,78466999,477833,71161199,435898,1216201,5836
647,1563032773,434115105,163781900,1032236,123533500,631248,2650800,7875
648,4040512605,366041409,317171800,2035700,363611000,1856114,1929900,9751
649,878629692,301999679,149644000,878797,96891799,586446,1925699,9828
650,253112043,1097906291,179768800,1265646,128003300,762118,1742200,9234
651,4811992091,1388306271,416206699,2400414,376557899,1934301,1915500,8556
652,957663432,656632775,292546701,1815126,358844801,1821203,1521800,6982
653,1240771790,1103788085,204274700,1240350,121814900,687088,1559400,7033
654,252729374,1116137684,7051900,73300,4278701,36649,186899,681
655,282645857,3484050589,143545300,1023627,513971400,2010024,2129900,11312
656,3262418188,2497527704,44648000,356302,14895800,116035,754300,3473
657,3823999781,5404146365,295688401,1953862,388170100,1858980,2241000,11012
658,1131209952,4927554520,162872601,1060114,118438001,671012,1059801,4837
659,3114604470,2566297059,64169300,462810,45459200,305748,849800,4167
660,3497811833,455495289,109283901,833733,77384200,452068,1468100,7763
661,1672133346,3106246874,383452601,2341314,377005501,2012352,1998800,10666
662,3208314789,191840112,357966001,2246616,376081200,2029298,2110600,11411
663,3720824628,2571175678,362037501,1582249,214265800,1093484,1672001,7825
664,1943189479,2752315486,406852400,2159102,489456600,2022946,2902101,7001
665,526956380,169457513,426709300,2231255,430867000,1705513,2158499,7985
666,3702877623,1433648985,8040300,71176,9047600,66848,437701,1828
667,1210535632,368356863,153922000,1004216,143098000,822293,1690499,8392
668,1095047780,1096242238,227582600,1396337,368757600,1898383,2252000,11023
669,2844724814,5160947659,300990000,1984588,380557300,1932893,1755599,7651
670,1794657068,317575252,209282400,1325597,245755100,1316528,1500600,6824
671,4775908776,1193023085,203553700,1537761,210776600,1178626,1940900,10997
672,1093620263,1105537005,361813700,2362862,339836101,1764154,2206000,9773
673,280313622,295078561,313474900,1904929,322029601,1647260,2649100,10599
674,2264662785,1972996890,451551500,2254693,358765900,1580845,2272299,10840
675,292363913,685350973,215563000,1290254,312269700,1360036,2217600,9842
676,5064954376,420861737,191086201,1290406,116196699,661426,1542001,7935
677,3687324615,2181371728,7002200,68831,10295200,85857,408100,1491
678,26727347,2415181590,174598899,1325109,340169000,1813195,2473900,11467
679,3571126422,1097996671,279270901,1740475,317337399,1558752,1910799,8318
680,1148888803,1757717650,224609099,1522105,192056799,1064804,1688799,8447
681,1907662263,4186939996,30521300,238497,31572801,200029,660800,2716
682,3672917267,2654273668,30821900,260760,40885400,284216,862100,3947
683,2805289847,278297560,155561999,1078907,180387200,732460,1798600,9910
684,27380646,100892635,275116500,1683778,332982400,1818372,2067700,9358
685,1099806254,2265557930,182166900,1327538,188413299,952320,1875400,10463
686,1091923438,1650173320,339637901,2148258,268883700,1404612,2193899,9736
687,3339355492,1390302621,89517401,529131,120330301,471012,1044400,4404
688,309770712,3150850176,138797099,848260,172071199,764214,2714600,9675
689,552393587,1181149705,289672700,1678242,445607500,2130252,4108400,11721
690,292459178,258870046,141901999,1002813,385667099,1931227,2497799,13022
691,1693237931,90751399,27173400,228874,13799999,112394,764801,3979
692,1746805167,1169666109,182381900,1269295,140071800,807987,1954800,10251
693,1091229064,1333811773,209287100,1417990,201534600,1130737,1598000,7224
694,149129468,389668738,443445700,2050208,376933700,1937841,3574000,14256
695,3039172030,1159750476,127655100,863551,58779000,350112,1259000,6696
696,4521955083,2704484554,36149100,255098,14471700,105080,446300,2155
697,262160381,427736905,133139701,931579,131737300,657378,1327999,7021
698,265848980,4509227307,229008400,1604807,188144400,1116313,1476800,5644
699,3252794070,896101849,19271900,177280,22126900,163707,879101,3221
700,25434885,1250668372,70014600,551592,64278400,402043,1438500,6159
701,4955394535,1042383452,31260999,271332,30490901,225558,641400,2511
702,2387935412,2404434619,5354500,50698,5575900,44155,223201,826
703,1107667633,1089563425,257156299,1431229,168859900,986211,2034500,8081
704,1755427886,1305882077,105415001,786393,192747800,886257,2197799,8018
705,4787717594,3307386490,148067999,730580,75374501,395734,1856901,6539
706,274250257,2281818939,94490001,609822,73222900,401763,1988700,6219
707,1829481032,1139386820,63737200,420427,50726701,243786,928100,4045
708,251837094,1257210389,66991201,380153,31030700,193336,1921800,3047
709,4061104776,2650094443,186619000,1166438,348004000,1695820,2381400,9957
710,310656965,1124861430,447566900,2153299,433657100,1994471,1979800,8924
711,1616044674,281953445,6655701,66054,4478800,35806,394900,1802
712,314076421,1949714341,142473400,1044880,340050700,1596160,2530499,12822
713,3398632424,525850319,346572401,2040683,436259000,2137351,1632200,7426
714,2066832683,2668715495,100258000,702868,119952201,738226,1192400,6891
715,2461611252,2334349001,288716700,1771874,199753401,1157380,2661999,8043
716,3206726912,2491430997,150888799,1036025,118951999,635164,1326399,6376
717,286426942,21455272,33272600,240674,20143701,116182,782401,3880
718,1688756919,4961117543,183710300,1104315,382608701,1893796,2634999,14242
719,1432281284,685079701,139256699,856041,269505801,1126831,1879999,6946
720,4126212037,3557583184,155329900,887556,64232799,397126,1046501,4780
721,3336296162,411825766,65293100,504492,38405401,252907,1296500,6721
722,289549487,1157351501,346162600,2192928,411420200,2050919,1699400,8359
723,1255047996,4876515197,207730400,1438429,140773699,789645,1026299,5356
724,674703732,390176761,325882000,2101228,419663500,2038495,2859900,12343
725,2479375132,1746728053,333142900,2159158,406591801,2003701,2373200,11993
726,430421033,30218033,433621400,2375302,386995500,2047876,2069700,10445
727,1328815625,408432542,12482400,110570,4938400,39763,562999,3057
728,502198711,299514029,362082399,1933477,391493500,1858660,2233900,10248
729,2881865949,361523075,83325000,614200,66040600,374954,968900,4664
730,313844580,3906809642,109076200,606151,119264700,600486,1836400,5885
731,1693071970,1485257029,123108500,643592,47605300,305195,1709399,8265
732,1219627030,279736736,106046500,828955,103665900,619985,1241099,5244
733,2963076896,174105116,239173299,1654098,127017001,658585,1863300,8795
734,412063734,4927512190,82373699,518568,55770200,341609,684499,2902
735,1207132178,957247362,61689100,461260,37492801,235942,1126400,4957
736,885857661,4941860506,346464700,2216924,420741600,2042596,1780799,8931
737,2353730670,5112758854,330967200,2096153,378650200,1712124,2743300,7660
738,4292900126,248157669,389883000,2331092,305509200,1454319,1554100,6889
739,1097906212,3365333292,345348300,2148577,314455500,1735913,2159499,11485
740,768595577,2029473138,231232601,1237047,115623700,660316,1438200,6465
741,2342437892,2467142545,157296600,1150671,498359100,1979281,1944000,10217
742,4561414927,3090267633,410815000,2389653,459387299,2202933,2332000,11193
743,3426867170,308540210,71705099,481784,95264799,391876,1149700,5158
744,4785294269,2355285863,6888900,59847,4468400,33528,253800,921
745,371819308,370823288,224158901,1353694,77532500,454386,1622099,5851
746,4417407914,29972028,14979801,105444,12696299,96860,467201,1995
747,623720604,472121615,138631000,902765,317407900,1543457,1670300,7519
748,5111960420,2737213879,411565200,2181282,429835599,2063223,3598500,8700
749,3507171765,1657708264,72461899,525291,50959201,353131,1070900,4566
750,25246563,1137710466,281219599,1794172,429598900,2118450,2020200,10600
751,1098152808,673480571,145092000,989416,57233300,396143,1452701,7372
752,300823197,279152541,164274999,983099,68104000,443280,1603000,7831
753,3369326096,725635519,19906501,139929,13588501,108707,503901,1421
754,2390788185,310656951,334380100,2068713,429579800,2105308,2071200,9555
755,3639899013,797712016,102318500,778892,112775401,574460,712700,2966
756,296015908,3328801120,351213401,1936416,342832100,1822849,2102801,8652
757,3375241871,456992101,386979900,2319811,396551300,1884649,2076201,8797
758,3679207275,513746687,370097700,2145116,407207100,1996219,1641400,6928
759,32347728,2653535911,7337501,70757,5320400,45929,452501,1697
760,1418756432,2686297473,279993800,1678144,210494900,956941,1956599,9030
761,3333113134,3791081797,195921500,1453327,318884399,1602662,1924299,8416
762,4586133730,4256739938,63122000,452923,61879899,422797,920099,4067
763,1088505276,451686143,175902801,1284507,280094800,1446356,1997199,9646
764,1500771792,1260408819,366272200,2357426,446497001,2214655,4237001,9905
765,1119279418,420497716,46661299,337931,69778800,436565,1212900,5627
766,1104539204,1401269966,143058000,971294,368459001,1553244,2161699,9089
767,718592086,1400009693,271284501,1789440,370133399,1996230,1714099,8615
768,1549344108,3887956380,346346600,1724442,269156600,1129422,3284900,10640
769,1117387911,5266113543,153330300,1044171,118043700,681642,1433900,7544
770,265521841,327474800,228859900,1643619,129333899,768236,1614500,9042
771,1591513363,1347275477,19167900,167047,18458100,120521,663199,3359
772,1272420786,2194418755,88490999,520406,34231700,249677,1367499,8215
773,29511709,2038107402,62010500,500295,72396000,472830,1133100,5652
774,280675231,253680401,55986900,426080,56684900,356048,1164001,6039
775,1362219772,1153183556,41486800,349153,25831400,167897,1117400,3131
776,1948125581,4589973322,260213600,1769820,395051000,1959441,2362600,8888
777,797207399,4706323411,221466000,1573876,150868101,896381,1200701,5949
778,4955087916,3145415831,40693200,336886,32993199,222627,1188901,6799
779,1558195920,2218328482,7028600,65136,4777700,40450,413599,1747
780,278770644,265468189,335122400,1806531,398590300,1952415,1861699,8853
781,2307520755,2882887677,133469500,935826,188913300,1078361,1693300,7614
782,3101771052,2426385467,258607200,1343110,92033800,567704,1628000,8623
783,1645401100,249580738,364962401,2302804,231330500,1225390,1745600,8089
784,310655349,506742476,404343200,2064417,361430699,1734803,2919799,7577
785,4906164400,1588859135,108949300,795200,104755900,538358,1123799,5008
786,1182942997,303796038,201037200,1290451,107498800,590621,1304600,6720
787,223625211,605035078,99512900,625289,66793401,346647,987000,3433
788,5083574792,1937180386,141705400,843848,101642000,556402,1411101,7236
789,5033267028,4708678150,247929399,1555967,140364100,762191,1284501,6003
790,280548040,5143457059,412810700,2232432,401823000,2012223,3007201,7972
791,351864576,1224606112,235401100,1641674,134435000,749194,1724600,10290
792,495272348,30217956,367694300,2360503,489681000,2117137,1478901,7155
793,3114604468,2917607286,49437000,314884,36033299,154682,1168100,4296
794,1979169024,1213393146,376959200,2245379,429430299,2083874,1809800,7829
795,3810408218,2185197200,214000500,1385173,212602301,812055,2026200,8352
796,1279869831,1314237855,89091399,715579,120192499,679690,2536600,6511
797,1636613277,2316135210,320686301,1779510,319253301,1577790,3072800,8328
798,414994636,73233714,315987500,1968071,297822300,1604166,1376300,6853
799,1141998332,4381098113,73582300,568909,37548600,233292,845301,4597
800,1113376042,57736420,220844100,1286497,144956601,827274,1592301,8181
801,3276551755,4371190406,6088401,39496,4711600,32096,375901,1140
802,2989770519,4589479176,22697100,137677,10234600,64770,936700,3408
803,277633685,279700685,194558800,1358477,143746799,857270,1742400,9049
804,3377257235,118421636,160334300,1089981,220687800,1230866,2020300,9750
805,289713813,69136053,139034400,849467,98912099,586831,1362600,5365
806,1259582029,97889379,242102600,1646097,170047000,968811,1356401,7117
807,1217974148,2254267107,296497500,1696085,352782600,1182565,4586800,11249
808,1583918290,4715318680,291774601,1832249,108956200,690446,1676600,7744
809,1082026749,1038257440,178314200,1334531,450527401,2267386,2055100,10269
810,759791930,3194668079,311869501,2009796,386343101,1871349,2334601,12124
811,3153311001,582074670,50764401,384745,48988300,330337,1181700,6634
812,1221738974,268690302,189470099,1212658,356468400,1767525,2199000,11177
813,1126389732,27163005,186414800,1311055,153860200,886671,1944400,9053
814,1297490296,1022931134,177595900,1231276,154380700,799669,2115999,9569
815,282266606,1273418824,17851399,169532,14744600,124843,438901,1925
816,271926938,1170483459,125795001,853727,58088300,349178,1365799,7480
817,251692572,2523283725,228058700,1610203,123153499,751313,1233000,5385
818,158694058,1031026452,158142400,1125282,83879000,517039,1483100,7469
819,5152217366,1863685285,184974100,1205558,219590900,1190117,1278500,5453
820,2359406655,1269551086,180887600,1153146,446827599,1769153,1979200,9682
821,1121793285,1151844685,440343600,2105464,492968899,2072515,2180200,10669
822,286833094,322883391,344231500,1945290,429759100,1997629,2058601,9662
823,292971532,264274602,6328600,63681,11580901,89336,256901,981
824,1510041535,2265530317,360843800,1794369,410578300,1618652,2868299,7302
825,59597037,520167773,225528700,1059991,179353900,713990,2185800,8547
826,308298228,286459802,34620900,234001,9809100,69355,560899,2664
827,122759202,4510168374,246222700,1350144,429344600,1801474,3305900,13070
828,4750395283,924663777,408184800,2402097,300630200,1295598,1885300,7607
829,5209483696,1785335466,110870100,794944,131056200,778372,1922901,11261
830,4927543559,371880364,165200200,1067007,517128500,2111879,2253200,9012
831,1038008328,251825572,174186700,1282768,373941899,2000938,2535701,13955
832,557888616,1184270148,325725500,2017890,407698000,2118446,2252500,10308
833,3936192852,5097842735,68208400,515998,69367900,374266,1656600,4633
834,968514047,1277218242,210276601,1513225,226886300,1034491,1278401,5887
835,288086846,1139548449,174115799,1326758,311293800,1680288,2431999,11013
836,2837937872,71429805,34271301,305250,58656499,383308,1304200,6478
837,256189133,1144117790,164727101,1111943,160050000,838836,1779001,8875
838,2072599033,2061834995,2210099,19630,1931899,16586,111100,349
839,279824829,311226861,260628299,1763670,359906501,1914445,1759500,8245
840,409551828,130104996,191212301,1257489,157767401,906140,1868801,7390
841,3487727532,443491253,4342400,43586,4838800,37084,359200,1253
842,441236956,1142989383,271906200,1773851,313729599,1604178,1719300,7859
843,1168538918,2415181651,200432199,1009406,158370999,790927,2063700,8652
844,3374093564,1907942961,81856099,536197,32042600,197341,1189400,4542
845,4818098665,1279471332,205416699,1543830,276134300,1541013,1934700,9497
846,3906452393,288087031,367240000,2266835,322239799,1761523,3026699,10506
847,454388036,549767776,315183699,2149251,388732100,1881454,2341900,11967
848,3010018722,4428928286,64580501,432827,28279300,186783,968000,4746
849,3642866949,318606003,156158299,1214479,404635000,2065582,2151301,10569
850,1194159970,252155626,79326300,626831,100196799,634295,1104000,5728
851,1691772519,4065668760,44883200,375761,12777800,105175,891899,4100
852,420229457,1320930023,169130099,1151824,90327900,557369,1503100,6594
853,117791,1086691860,55551400,360344,52203999,305425,1952800,9356
854,5116104047,26630869,46684600,389273,44484200,295565,1290099,6657
855,3006116524,260996249,58456600,447601,83769400,529990,1607901,8664
856,3001198560,3960623002,176070000,1251692,91477500,592748,1086100,5358
857,1249003766,821844061,282819900,1939658,366264000,2032932,2467500,11216
858,289888209,2214440623,213322700,1596943,374077499,1682889,2253099,11746
859,2262981197,26364797,42402701,335690,41939700,264789,1307601,6285
860,403195821,1787817548,316871500,1960289,393587300,2049580,2590700,10262
861,2209837678,2395964690,362628500,1892006,228078100,1067835,1724000,7557
862,2661384317,1215535490,179544599,1263058,60056500,409216,857701,3095
863,1801254756,280439037,120556001,880816,216328100,1280619,1380200,6474
864,2265557947,2294517619,190745900,1221875,88866501,592166,1722601,9135
865,4208636790,1000083802,56445800,438286,37849801,268885,1139600,5584
866,370094277,1080722294,120387200,847113,64217499,402633,1563300,7618
867,1772680947,1557919768,274104400,1717232,114466000,659773,1657799,7619
868,60118835,3667721583,23419800,204016,13909601,111788,473700,2098
869,31455250,4984376824,266118100,1763763,439182700,2129869,1449599,6742
870,1301903325,442298420,106885900,774481,80479299,475434,1891201,9325
871,4512735893,3472637702,374036599,2300427,413328201,1661301,2260700,9929
872,1283395226,1587649819,22518599,155492,10390301,71832,841000,3486
873,727179585,5422184742,163155801,828690,168384400,733155,2173500,6632
874,29511756,664191870,223271500,1358493,461071400,2213181,2357700,10003
875,3299573075,332299094,21155200,194619,25278799,184991,539001,2158
876,265565544,26579673,323148900,2078531,340226400,1837315,2604400,5519
877,4782724512,27351323,331962001,2257379,408272600,1807097,2340900,11509
878,384951280,247933146,231841701,1573925,152980300,936252,1834301,8685
879,288702125,416457947,125249600,875413,141050901,768594,1438300,6300
880,1155139128,521335737,382087401,2313177,403460200,2116381,2341400,8249
881,341476103,1300015927,343524300,2382474,424707301,2073477,1959401,9575
882,118446,4578378453,1513901,15800,754601,8220,71299,215
883,271243548,3890243536,333839800,2136196,294719000,1198815,2506499,8099
884,1077295717,306245519,229310500,1593760,145637900,882321,1782400,8127
885,269172217,345366914,329162700,2006792,117644900,723091,1169500,5090
886,1028136327,369939342,83969800,663336,51078101,329432,1250901,7855
887,4710845524,1098353802,43829001,361430,44656300,244705,1187100,6640
888,2395964842,1160258661,18934900,168771,11093801,84342,597700,2769
889,3252793901,4348199877,54441000,287157,54140200,375330,646700,2943
890,858858586,289731845,130392800,919035,48303800,321070,820999,3535
891,2990568679,3679561767,38396500,324563,26917299,210307,636399,2993
892,1891992385,4777035143,57385400,437514,14844301,104253,949400,4151
893,1640430605,1019725345,219486901,1593869,223682301,1200578,1636200,9468
894,2047056355,1426905879,158837599,1081817,326298999,1652066,3001700,13298
895,4788404828,279223670,333493500,2100600,375814200,2029151,1884701,8493
896,1576155460,2984521342,181503501,1142288,107781100,636850,1354800,7266
897,1616870156,4796733540,96641700,754210,113653800,745815,2071900,7629
898,1375976069,1604950349,164655901,1222753,102196000,635366,1782300,10340
899,4561416331,292971494,76723001,561619,60658301,361527,1982400,7964
900,2274706650,623883,288646101,1778108,367727400,1733530,2125900,10217
901,2897142368,3225586749,113633900,755828,125787100,692282,1467000,5127
902,3160854759,286911372,358565601,2069985,406767000,2040118,1737899,9029
903,2443460966,5343388969,305122899,2016416,299681700,1683666,2307000,11149
904,4129780509,3281200562,74291800,567861,125995201,498005,913899,4745
905,1019822885,23050187,326770700,2082756,395560700,2097538,2173501,10000
906,128653281,698646,319382900,2199616,398157901,2032726,1538200,7538
907,2655704474,1393692315,148309001,966998,51795200,344901,1094400,4336
908,316845179,1165174287,120345601,841798,61508399,428086,1610800,8051
909,1034080336,338478377,140205301,993335,143323000,770839,1164000,5084
910,358141328,31233785,363061000,2400967,386831500,2094172,1654200,7263
911,4938969798,576698690,355568900,1999420,205907800,967261,1951499,7180
912,2450301089,957888131,80700500,223876,15404699,101924,584300,1901
913,1088791478,2409929352,56168299,403555,46692401,271281,1603999,6747
914,1728658038,1576077500,77652800,503636,44550200,266611,1585201,7517
915,4523427685,582174840,243489600,1668252,443514199,2066490,2912900,13457
916,2061835016,3763524404,197954599,1274163,218435900,1249279,1596800,6389
917,289686969,432483665,55875300,432962,40135199,270708,1148401,5639
918,1098088240,1142283131,18614401,153821,7461100,62378,393400,1638
919,4673108448,3262418215,296788100,1914334,397358901,1989349,1738599,8068
920,392389044,3283601713,214345400,1602524,398002199,2186611,2869401,10762
921,2052595157,2222287445,182955300,1343637,248124300,1432593,2487500,11131
922,305717907,628604,93362500,740815,81783400,473348,1342101,7144
923,1247136553,5284276344,368435201,2256808,339984300,1814499,2241200,9624
924,5294658777,439994105,65053899,463407,21627101,159568,879400,4141
925,1491939065,2588851178,60331300,437745,43467599,301522,1643400,8718
926,2392418874,1945673298,363596799,2290057,483933000,2125159,2658200,9917
927,277623206,1205574437,181504800,1356219,168112200,997673,1294400,5447
928,290677804,334161142,244411101,1473500,157436400,940237,1915699,9621
929,2897815910,2283127980,28695000,226521,11646200,97600,501401,1962
930,271815195,1167004122,101191300,715511,71532600,494880,1078801,5181
931,1181188182,359153215,293817600,1916467,346440599,1865064,2376300,11390
932,27130602,1181811052,291224201,1915749,394557800,2077270,1991299,9292
933,1599245914,391158221,312032300,2107277,438006200,2101292,2509200,13040
934,3152957423,3913584981,70562201,542122,51817800,350954,1029901,5094
935,1330926382,1084257816,66889899,530866,93057100,599863,992200,5683
936,5319007216,1467674173,311955000,1915282,296775800,1330860,3391201,7880
937,4849476147,495560775,335115999,2229388,420366100,2045085,1445499,7105
938,1289317688,1467683916,89800000,693637,52975500,329717,1182501,4080
939,75614429,316479033,301133800,1673011,216709100,1150113,2134200,11277
940,4618478354,2059672164,264533499,1770323,454999000,1974284,1688701,8359
941,3474815710,337849002,84546900,641827,47799700,319925,1670800,8142
942,1150007573,264991059,128890501,867894,180096800,1007407,2007700,11169
943,4383620870,276199489,358327800,2138414,398900401,2150291,2889799,11633
944,2440444714,5322913419,33601800,286137,44954600,274065,794800,3093
945,1983554842,1177805285,274880801,1771726,348576800,1920188,2272899,11781
946,5242699092,245466461,324081900,2159454,189660700,1108551,1316700,6590
947,3666256531,27166982,432123101,2371266,451366700,2284840,2398500,11176
948,450144757,31460085,73817900,566367,79143400,395015,1354000,5790
949,97980309,302778799,316121899,1905666,387825400,1872178,2102700,9164
950,318236967,2393740180,141664600,856319,186766599,993361,2810000,9280
951,271843752,245404237,393171100,2075521,200303400,785625,1239500,4514
952,3889780909,3758380992,190094801,1298288,443097700,2191436,2374601,10396
953,3339648215,3251873995,234829100,1394918,397909800,2172454,1936900,8952
954,4285184036,4525073310,8815500,83922,4095600,33283,310099,1165
955,3801242448,258410300,280404599,1926123,376080300,2015215,2722200,12780
956,1114550057,258411384,215852100,1597912,359113400,1849580,1780300,8069
957,111558026,3272888980,156617100,1057691,385374700,2031333,2299199,10379
958,1578752620,1297078714,308581501,1686697,255809101,1056836,1995100,6766
959,1305726129,2258177694,134900,1129,681701,5078,64000,135
960,1509547512,4059611266,236240900,1451929,214607100,1004034,2033200,7428
961,1914927771,4730392841,339014700,1974076,383726600,1604905,2164600,9085
