I,From,To,Dijkstra Time,Dijkstra Relaxed,Bidirectional Dijkstra Time,Bidirectional Dijkstra Relaxed,Contraction Hierarchy Time,Contraction Hierarchy Relaxed
233,202876292,5244316759,190616400,780546,174701000,737709,1499600,5738
234,149129517,403797115,81570600,477619,54224500,285193,1934899,8570
235,4376103391,1278816885,416669600,2326708,502859799,2081018,2156101,9288
236,253819315,3239811358,127154800,676217,114685301,414947,1305801,5559
237,582074649,402467376,369275400,2159278,479750299,2016106,2184900,11778
238,3878368981,846225457,40458099,308300,49073701,293556,1234901,5767
239,1650753379,2347166352,101026800,482530,124102001,377090,2383199,6007
240,2188564199,2255788730,421096100,2347589,424397901,2023308,1992900,8769
241,2065210167,850746936,154187500,941152,329236600,1406666,1804000,7114
242,1162382010,424439907,135072999,789957,46043200,236823,1369201,5356
243,1269850155,5419768440,232315300,1388612,515627300,2138312,2345100,9192
244,271681274,280394986,360822000,1764843,128402500,640433,1559699,5952
245,1640995653,99248419,254495300,1472921,330601000,1417244,1997501,7043
246,27165487,3138135483,230731900,1548075,240009801,1273141,1300799,5659
247,311103693,635320201,190014800,1295065,248479799,1146787,1739501,9755
248,124035383,1155140986,345856100,1825964,287395499,1202446,1429000,6147
249,3238754044,3317409503,98833100,535546,116917799,604799,2072200,9302
250,901223913,2688554554,413001201,2246955,351020101,1118446,1557300,6193
251,410361144,4284013401,40073800,239070,12980300,71725,1089600,3987
252,4791550450,1823279590,75778100,448256,54291901,285791,693900,2977
253,3228193977,1166776865,257681100,1424245,135166601,660697,1582900,7790
254,417817382,311599934,29740100,97543,22950501,54170,1413799,2458
255,571770937,2225797159,487943401,2237168,485979200,2007235,3144400,7777
256,620085186,280718947,276939499,1639446,175635600,886341,1225100,5501
257,244958789,4927543524,406780001,2334218,383133700,1856412,1803500,9118
258,427736920,1944916522,351153200,2272265,513167900,2167781,2140700,11364
259,424017226,4398627463,437950500,2113063,399358100,1779303,2856000,12875
260,4851409523,1070276373,10653100,98686,7060799,55337,252800,948
261,2212866064,4778465393,345331300,1999459,422272099,2088828,2176000,11289
262,530056008,2516115226,40717800,296005,17485800,123440,1011700,4849
263,1246819980,2262917413,270573400,1542729,201337300,1056167,1684501,6851
264,1207164870,585141000,385007399,2364530,405496900,1902871,2327800,10010
265,2614063537,3913041047,245046000,1639672,139498701,797757,1773900,9028
266,4875731664,2492646833,105506801,776820,136564101,711371,1415399,6612
267,1786406810,123892699,52175300,394922,52542401,318499,1459899,8538
268,1693549218,3020846146,193796300,1334030,251517700,1370832,1402800,6669
269,1187043118,1972460489,84286501,624623,57696199,359188,1272800,5627
270,392917369,1676966625,234228900,1458101,98070400,576357,1298001,8160
271,1190350140,1096800117,31754001,252272,39411400,266618,1052500,5517
272,292210360,456706084,171681400,1154929,353601599,1793597,1887500,8040
273,1414506599,314755078,392527001,2045494,462450900,2038487,1469401,5691
274,3010869261,1147626393,206373700,1255408,113982501,586103,1859000,9372
275,1022930866,1273418792,34771799,244529,45655000,272630,691900,2933
276,2267212413,1589781505,212241000,1102881,101383099,555280,1325000,6615
277,704344934,5104646731,120489299,793085,98125600,501661,1604000,7811
278,189103621,308659000,8843400,73446,5817000,37892,425800,1935
279,266224557,864034910,268641101,1628121,208514500,1094823,1683300,9209
280,444753847,1770329337,110358900,724715,87344000,386249,1218800,5286
281,1140780394,444733396,188844800,861548,167404200,751272,1779501,6450
282,351861456,420268200,248317800,1423334,176711201,688998,1698600,8948
283,3677937571,356728370,146901800,625705,186417300,631139,4651001,9154
284,3256262584,1484657208,456823501,1852885,454500199,1755949,2774700,11587
285,529831906,95282604,348288000,1876506,544997001,1723668,1834199,7881
286,3174696622,354624156,147219201,842258,143038600,696283,1497899,8113
287,1258382380,4929194739,458469700,2160929,571872601,2136830,2451399,9739
288,679720470,1285515824,290174800,1645448,173172100,888227,1879200,8621
289,3329373834,27136027,69351600,510351,78829900,510793,1113400,5935
290,3120058094,1182725605,204836101,1428538,119212799,670411,1389400,7554
291,280432192,55463148,22825200,62044,7568500,58030,321900,1318
292,582136449,1271491307,78851200,421095,29703199,178056,2037699,7009
293,5329213071,3229025007,251796401,1638470,99611100,573999,2033500,10278
294,7224424,1609396479,176905400,1305389,414727900,2099111,1890500,10333
295,118815,33395303,195030201,1458685,394446500,2013733,2180199,9631
296,4421133545,1367779830,200352600,1312785,126125700,641260,1557500,8384
297,812253449,302778796,64234500,469184,44431800,290388,922000,4153
298,1231715427,3502493838,52008301,405571,50918900,309454,1077300,5021
299,1578631519,279622753,432500300,2173870,441853801,1910527,2873900,11452
300,2185477320,126617718,377959199,2391971,442323001,1859861,2267100,11542
301,1485015713,3251815008,118957600,823412,113655199,610215,1521601,8951
302,3640514635,251541681,78960500,530968,36601499,218924,624700,2394
303,2187783782,582825561,376226100,2022987,413923100,1975309,2870600,11029
304,1414903751,1250198637,207071901,1275398,69886900,459355,1221699,6102
305,2586426,1102566663,199577800,1406179,198373100,1017856,1664300,9612
306,856664775,333713732,168639600,1079536,196441901,827526,1150699,4854
307,1116275365,1282793017,396655899,2041836,489715600,2087418,2386499,11582
308,582119726,27039715,353464700,2048691,500503000,2001039,2923600,13387
309,1125182327,3757558160,190432101,1147331,98447899,561453,1812800,9171
310,3165565757,112336664,146875001,984066,137633999,627585,1268500,5924
311,294740866,1105271005,450832501,2037357,511168299,1956228,2468300,8769
312,288218451,2064284110,112634500,617904,78819100,329774,924601,3382
313,3957216678,1603880666,5259200,43987,26788500,146796,751300,3050
314,310504114,1234026157,320842600,1674948,474371200,2073159,2296900,11320
315,281707195,842084758,148735900,829547,65886099,349482,1328001,6355
316,126020750,1762198136,136422400,791009,96476599,398706,1196901,5065
317,4307272675,310548915,10748601,91324,6437700,40938,421700,1314
318,3189325413,958431150,165084900,808481,73279100,348301,1039000,4689
319,539036709,2357948339,8186601,59457,7631600,55177,265999,918
320,480913474,1546256975,35084600,214197,22336401,136430,524400,2605
321,1315526036,2598646136,392602099,1759255,503653899,1635841,3088600,11219
322,2588080740,25549487,476846500,2189828,548327200,1988431,1957100,8111
323,1699299504,2222287516,215559900,1336421,338634500,1531618,2803600,11970
324,1576077356,510183672,69118000,469599,48934300,271677,1159800,6230
325,1834657559,575384,23538000,165290,34854201,206756,1044100,3731
326,30616734,251739588,457715600,2218335,446489100,2010869,1633799,7238
327,1106084599,1295076467,272124900,1614256,308575900,1189593,1667300,7221
328,4198584609,1164767672,416074600,2386793,516544600,2029423,1659900,7510
329,1531139565,4728473135,249672599,1662424,207218201,1087629,1547601,8020
330,1296214256,846310759,267615800,1537868,250662601,1131015,1854900,7586
331,22527627,303793334,391239600,2041183,372189299,1779636,1368199,5924
332,1141455374,252126296,28018200,217566,71186800,271730,1268100,6337
333,1700616017,14791307,57509201,416495,66232600,419135,1071500,4991
334,4941860501,576874269,173884000,1281105,374133100,1871574,1963301,9586
335,4199695630,1533881388,290541700,1828945,417074999,2125439,2108500,10662
336,2423007311,1863486811,333540301,1985706,355911299,1726847,1706200,7532
337,3285693038,2652603797,162245700,1118424,127212600,722615,1582899,7952
338,3255541487,1087007993,112581101,808330,60245500,372227,845400,4757
339,1456755771,1103819952,218655199,1410557,226274500,1202746,1787699,10592
340,271844677,249495287,363871501,2387858,482639700,2195306,1875401,9559
341,279387166,2370448363,190048699,1362976,218625700,1087119,1584701,7856
342,1126788043,1024930845,163387700,1020572,289811401,1326948,1730301,7636
343,1096272881,261756273,254980700,1465727,225505501,1217059,1968300,7578
344,5258438007,4023326097,42738600,338248,37169300,186836,832300,2813
345,2395964677,2984771512,188862300,1100570,214885500,846177,1435700,6734
346,1600079328,1351127423,254656000,1562764,191238601,997635,1685801,8794
347,1165763718,3105371792,18374299,149758,7427800,52420,323900,1392
348,75884326,4961855015,29957200,222380,26085400,163632,816101,4245
349,1195671448,1778463711,219386099,1481106,374842700,1785757,2303500,11566
350,3415386922,1114992133,107132701,759428,151988099,812781,1410100,6066
351,1137629829,2073427980,323788600,2025450,384242499,1748972,3783501,11751
352,2617899060,1569555558,197112700,1134022,123028799,577567,2374800,11203
353,268810099,66208702,198113600,1204631,141392300,676103,918201,4101
354,2669730891,2306891616,81136100,567334,94349400,495853,1713200,7934
355,558821426,1028799637,10886400,66164,11637600,78344,413100,1638
356,1454211886,4898087255,8077400,75012,9523001,62763,307900,1570
357,1079619383,1622733387,402624800,2324987,531576401,1994309,2025800,8121
358,447046431,2453875807,147734200,847440,180790399,833217,1502000,6561
359,2293078686,252126293,165075201,997011,245200999,984393,2406499,10380
360,444243330,3909705087,353878799,1882613,499321301,1986764,2065601,9875
361,1689548721,256188466,385855201,2164158,464442000,1976292,1985900,8655
362,1137294860,1137710446,76500200,527324,62484999,392567,1111400,6090
363,1295033569,1209565815,337659000,1834597,474188299,1775504,3609899,9302
364,308665076,1243032884,317547400,1709171,204555301,1049311,2408700,11448
365,280547225,244976234,43110301,339925,21212001,159822,845801,4235
366,119607534,3284061677,244378999,1254308,118857300,702643,1677500,8067
367,1153165462,7712508,373531699,2220562,432563301,2040548,1766701,7085
368,4386930044,831049913,224914799,940263,138346799,685470,1611400,8544
369,262228577,3034207162,7448100,66441,4262299,34155,335700,1428
370,3516759151,2395964754,92263999,636586,61620400,312932,1121200,5770
371,1168742171,269936863,175446200,998935,265186800,1128910,2323501,10661
372,986067506,2966751882,37036900,231883,21552101,129669,784400,3845
373,334162700,1581574771,15231499,121971,11140400,69772,562800,2457
374,290350018,1137670632,431173900,2236378,258327000,1104833,1700301,7092
375,725098052,4964091,70316500,446340,44776699,273153,762600,3136
376,301085551,256323742,190188800,1230019,119774500,646319,1270700,7049
377,4576263943,674122741,246203400,1493284,342138800,1781268,2006400,10095
378,617752098,4971289147,320478600,2018678,531861700,1983370,2165400,11414
379,1102566719,896101840,24465000,173191,9105700,60171,691900,2767
380,1579915186,5081781216,103643200,582156,67655999,336220,1423900,5627
381,1281711757,669098730,239034600,1518766,564271600,1988024,3102500,14574
382,1369477643,2693133253,39674201,198036,57561599,278288,799901,2768
383,4198584596,289851255,45189901,268704,26519601,146852,751699,2336
384,1261815581,860910402,242954301,1563787,221163500,1129024,2074600,10887
385,31226176,2229462775,148345700,1045455,430447601,2051467,2118001,11178
386,491552503,4378818600,339528199,1892768,382965701,1757713,2594700,12096
387,442157981,1216800855,348641400,1831765,320051000,1447028,2232099,9431
388,3258985563,1151760152,74566800,506311,111316700,339706,769201,3906
389,303796006,1297455557,16777100,129013,11259700,66737,313700,1086
390,1137443909,885243245,143026700,802072,83418600,416238,1653600,6580
391,4252216056,386871142,164213000,986028,462053400,1946206,2643401,10302
392,2363323909,1274871430,97678900,644465,76930300,411077,1599100,5748
393,1490435284,1119677028,49016200,364870,65235700,243915,636000,2741
394,189059495,391276245,204905500,1035476,56264800,297383,1297901,6438
395,32629322,284852841,196155201,1184891,567434200,2102505,3335500,11636
396,410647087,1731840631,167116300,934373,115713299,532475,1415700,6117
397,4285715547,345856531,57472100,246805,38644701,168256,1478600,3422
398,4790270341,1089544362,196163799,898120,80317700,401583,1858800,8308
399,76812761,1229828144,156555899,856777,182719600,760165,1806400,9144
400,3829933223,105097274,390251999,2080338,381387200,1703549,2800500,12508
401,251123850,316320060,505630600,2352657,303228400,1188415,2506000,6628
402,251127213,277550227,5523500,48388,9596200,59726,760101,1083
403,1244959756,3188792765,415002100,2328122,489986200,1875652,2679700,9400
404,1805279360,4569387379,332355400,2211848,484040701,1987406,2034600,7977
405,1404517790,2258728396,146743201,829607,123048700,573331,2033100,7246
406,1244152857,290826309,454271701,1719661,550843399,1761645,3962100,9896
407,2068760113,1409553016,214416201,1265315,168355200,739221,2664800,9495
408,1165827302,339434332,104541500,653635,131141800,584848,1639400,7831
409,4199695661,1147522312,357567300,2223501,440574400,1977663,1896299,9723
410,2792790376,3210808961,182714200,1158575,196209300,840443,1522300,7622
411,685787422,4560927472,188658700,1267946,82610900,488501,1056101,5598
412,269273442,692696,124088999,854924,98692200,574997,1409100,6648
413,390850199,633679544,22738400,188074,15389801,120762,738000,4030
414,2640098557,1578270263,374067099,2207137,297878900,1430030,1533801,7098
415,61172934,3398642400,205881900,1289674,170896101,884141,1519100,6590
416,2184582747,2519482980,88240500,579819,107076600,526414,1354600,6875
417,1194448702,1035592183,41889499,314744,82288400,380432,1145700,5734
418,588694186,1145379147,345338000,2163476,543477900,2112538,2251600,9172
419,3158423017,1436301169,47997199,296009,80598899,420724,1231599,7006
420,5250554826,1618946893,290348500,1648108,199697900,772391,1792500,9452
421,412785380,614833568,234023700,1375211,150727800,757681,1874801,9224
422,351863952,1113514624,134748100,846842,80059499,386784,1761300,6004
423,33724170,94038959,14649400,121193,17242701,122459,779900,4199
424,4193671579,1427436681,158339701,908077,310844600,1350415,2000000,7765
425,671542629,1826425989,119763200,647029,101179699,431999,1883101,8938
426,620083878,1356753446,418211700,1992324,495530200,1989147,1517200,6087
427,290677781,2972150612,230398299,1313957,123636299,386407,1146900,4675
428,3999913816,506335963,363610200,1874904,500723700,1902917,2300500,11008
429,2639493255,2037152555,363527500,1744546,529872500,1627199,2471000,10148
430,1588199877,4870415961,421069100,1929456,509689300,1976236,2121800,9076
431,4579139367,1138708468,415145000,2165410,508190400,1839867,2425401,10960
432,283313126,272267680,256190801,1377214,179001699,579586,1629900,5946
433,1100353173,1385084309,307412700,1643221,256990500,999057,2043200,10516
434,3925147852,4868689361,266396900,1509973,586128199,2258906,2704100,9615
435,2516622507,276261081,311461499,1722834,528388100,2027749,3149700,13855
436,251077078,4562525381,455805599,2358886,446682801,1885453,1859800,8945
437,482455446,3006854028,180825201,1224740,374765001,1757682,2497100,13579
438,261727637,361438895,3430500,31371,1600000,13314,156299,621
439,1085989524,1616004294,102198199,684332,63439701,339185,1265600,6923
440,1219025341,1147522651,458712599,2219056,557051500,1809815,4127299,9649
441,1103674352,1145294533,52471100,369465,41195901,237950,1124700,5252
442,1235135882,1829384955,46381999,327778,89340101,513182,855900,3416
443,2467608973,4029480282,370819501,2039794,604963900,1934228,2322300,10493
444,1106290497,3958681436,66376700,382083,133765000,520883,1691099,6778
445,454347782,2645868450,264711900,1137693,159862801,690853,2787200,11053
446,3476268177,1117582509,373674200,1746663,528328300,1662517,1887399,7489
447,2327548037,1764961637,47425300,309897,49508801,262779,1117500,5140
448,2174116033,3263820164,122010300,728958,182783199,702848,1540200,7465
449,711900658,1159120525,44627901,283331,25339700,147708,778100,2921
450,2937553168,1080381693,457456700,2392514,524201300,1937118,2364500,11310
451,2594406427,4501699166,400444499,2131383,248774300,1072916,1602199,7573
452,5314772838,3240221048,47994200,377720,39018800,224099,774300,4175
453,2275894647,1943102446,370790799,2095643,469835300,2066044,2202299,10542
454,2500118597,1142172121,309770201,1523603,254925501,1024870,1792401,7347
455,600368898,450149740,390826500,1917923,480962200,1733744,3340599,8729
456,2483196707,3618282273,47915700,352263,63666000,303410,1767899,4988
457,30560521,3619148176,102987501,623344,107144800,499468,1778099,6825
458,665423462,4414781374,49527399,346032,67943300,350071,1234001,5513
459,3063299218,2789344552,365993201,1747819,289555099,1123444,2335700,8850
460,2382182166,1124622455,414008301,2409844,415914699,1833773,1912400,8841
461,440902322,446092208,52843299,350460,38720600,216908,858701,3761
462,282018568,1083074590,581049500,2378264,597285100,2139109,3583699,9045
463,1931258874,2192583395,80719700,428383,76480600,324224,1567299,7236
464,251606055,349235234,457401800,1975613,258495599,985468,1896200,7330
465,4429608270,1072927348,249359000,1201575,191416900,751891,2257300,9332
466,518046449,287318046,6628200,56351,5504400,38592,384500,1368
467,1306229922,707834020,125105199,674766,82841101,289905,1522900,6840
468,428254483,1242106955,200270200,880805,269510700,1022749,2184600,8682
469,1080381342,3439434193,206622999,1015776,536512900,2043124,2397300,9833
470,1098161626,282024998,18180100,150281,12330800,78955,699699,3058
471,277627017,603896487,248148399,1544505,253811999,1126463,1608900,8093
472,372798503,1690463071,94942600,348483,63833200,225243,1297100,2954
473,1127675022,3481296377,487952101,2127501,575634700,2021692,2410400,9916
474,3412740581,4103059642,541563599,2232717,600463399,2098671,4539300,12020
475,1413926919,1756261136,10823101,79023,28345800,140637,576800,2239
476,445798670,1370395221,416255800,2131212,503151200,1862599,2618200,11918
477,2429146028,1849615616,153118199,846460,47770700,280083,1307500,5970
478,265446414,1083296378,185478100,1013843,373537701,1279504,2457601,9633
479,692946572,1089214648,421413400,1796942,372710800,1748149,2566000,11158
480,3708486071,3256192693,111322201,618457,109217300,619342,1142401,6262
481,949472672,1213801741,50116799,395096,36748300,255862,964999,4984
482,1728870342,264129451,26464500,154064,13625600,100005,516100,2537
483,447560577,1582185477,82700100,607988,110788800,642250,1509500,7237
484,1561074304,1575520232,105073001,820372,161022300,912164,1511501,9031
485,1248811504,2442813238,241365801,1570073,236515501,1093058,2368600,9587
486,1126061818,1616870185,418192501,2253408,503237401,2100015,2387300,10560
487,269009153,1736947441,1117699,11431,1223200,10933,73500,278
488,1085449872,3211403800,49473600,336135,27757400,175944,967800,4597
489,1313902826,5344827023,312245500,1692733,297612599,1074216,2246500,9745
490,288939326,1625204105,407427801,2117187,294350001,1452209,1904901,8571
491,1788567364,4217608503,466555700,1963057,406784300,1746671,2340801,9408
492,1203772476,1262325848,268267699,1591928,328796699,1127443,1906001,9031
493,278599552,117915,117896600,638668,56196300,245252,1534800,6680
494,4692779443,2319508881,280857599,1659621,240623900,1162205,1868301,9102
495,2869221736,2627193123,377324600,2391352,558443600,1927491,2139801,8001
496,4788446876,1498671449,26357200,175247,26575601,130358,754700,2987
497,1209653115,2214656624,457655199,1854755,430874000,1311072,3562300,8569
498,2224789959,305725236,38905500,219708,72978900,265046,1012701,4072
499,4327466832,3640514596,390490300,1724398,608840100,1850523,1667401,7065
500,1978418877,1686070442,12496700,78716,20789099,87636,857600,3327
501,3795846300,2312072278,296848700,1194889,135746800,563519,1668700,6954
502,864034610,1201791940,292077200,1471705,254087799,1155620,2047900,9818
503,1145576599,1096310226,362205300,1821741,528233500,1962765,2836900,11323
504,3737643035,2334979797,376004499,2267636,541995301,2085801,1954701,9744
505,1411434752,3160855888,65706000,413096,45703599,202619,1216800,5837
506,1144065383,450180044,203914599,1076004,186175100,737905,1070301,4911
507,988905057,1727709935,158008500,868041,231085300,908819,2392700,8744
508,1021403066,4180296907,443225000,2257557,566862800,2055626,2451200,9856
509,2844686311,279829185,86666301,612192,70205401,407826,1075300,5660
510,333134458,5182324524,410421200,2319438,440135900,1841612,1654700,8428
511,670451216,1147138442,311114700,1757365,391402400,1761543,1583100,6765
512,1377590133,1119574506,100038900,305701,39502199,221211,1117599,4861
513,747911816,1458116489,336824800,1733696,236459799,1008894,3718799,9821
514,1096800006,5226303620,214845100,1105164,181296901,829515,1790900,7391
515,2058835706,1414518350,421044600,2325883,454610800,1934436,1809600,8272
516,1082009388,1103724305,224246400,1289425,227635001,1111535,2023000,8777
517,1125193215,743378305,59345600,303632,42709400,223045,831400,4177
518,1270712269,3389301328,263964700,1424180,143880599,726515,1643601,6626
519,732811884,4477569032,197031401,1092999,134205000,637734,2388100,10832
520,64856365,4633374988,41558799,309892,27453200,168423,562800,2380
521,1148889153,1734348827,70232300,436418,130479800,548363,1157200,6071
522,1248952150,1483749216,390096000,1821884,563200499,1570861,2364999,9079
523,878526806,1018436379,67547499,389349,42190100,209378,1315100,5168
524,2962207371,271243716,226605100,1287356,139748699,669243,2330400,8755
525,3898443810,281412072,325979000,1220434,166948400,648405,1574900,6576
526,670682275,2046506832,258309901,1451634,179820299,884769,1356100,6195
527,20839567,1170902853,404653500,1920451,492761800,1941359,2175101,8981
528,277452147,1591303021,151472299,893168,68359201,384113,834100,3346
529,472213080,660742336,409274200,2264511,549578500,1995191,2050899,8240
530,2269954771,21455852,194862200,925153,69710500,341986,1351201,5658
531,1601716473,534339120,66176601,413176,87535400,429035,1294601,5602
532,527255596,4355220972,307290100,1258716,129804801,582148,1786499,7597
533,1847435485,422669668,224729001,1103858,143921100,462826,1943700,9013
534,577473479,3503711921,418347400,2073372,444623600,1726294,2073000,7859
535,1325258407,4431610843,151872100,942618,72322100,452354,1245300,6722
536,256287160,4874008725,86238500,635725,58968700,393330,801600,3430
537,310879708,1268214253,330038000,1792731,402586699,1709867,2211999,10441
538,1432281235,3090289280,94464900,674785,84994400,480620,709599,3188
539,1028727658,33153149,205088200,1315130,108224800,549073,1613000,7746
540,3982769102,288393112,307107901,1945747,396987100,2020259,2841800,10688
541,1151760129,1070276261,37379000,272776,29782000,189710,664700,3485
542,4918987372,2493506640,206757300,1206296,399909101,1799821,1522201,6250
543,2090465386,264519180,182721499,1242438,480657900,2092962,2081100,11150
544,151025013,527839839,303246299,1610478,143491201,680295,1801400,8271
545,4329700830,429245480,214845200,1359650,132439801,692817,1655501,8141
546,3476268022,3680678000,335595899,2081433,477760900,2127236,2061701,10743
547,4839136893,1688831460,365735299,2267466,421054901,1875158,2372500,11913
548,1151618148,560005518,293782700,1693764,440780600,1916187,2208200,9981
549,1298267006,382956913,439270800,2300720,417747000,2047211,1816100,7957
550,280669587,1274080966,295892299,1742897,226235400,984179,1391601,6748
551,2513659767,2501444106,120448500,754520,58213100,293122,1503500,7370
552,5224760406,432506400,31375699,198705,15196300,82062,776500,3177
553,3811211063,3285809458,4643099,38823,3575499,24376,409901,1389
554,2233590844,3065575707,125388399,674092,74615999,372661,1177400,4087
555,611661992,3235206065,62508200,401287,36210100,196817,1175001,4808
556,1183277531,3158423218,23969499,165894,17383600,97067,664200,2900
557,1569406320,1510327515,245190899,1499117,150142200,773917,1946900,9602
558,458321965,2990667759,41538300,337357,52619700,332964,1347400,4746
559,973685655,4621421774,29831101,226870,18542799,134669,897500,4142
560,287089901,126020762,176801100,865094,61605800,338436,1276800,5939
561,3262975600,3404439925,44015700,264099,25016000,146772,909800,4607
562,1266858153,738838969,323691300,2020577,448535800,2142808,1772100,8578
563,1931047105,403412313,127833700,619461,60709000,183901,1542999,5586
564,25614517,2231455614,436159100,2270892,409960299,1996170,1757700,7459
565,27427693,411614124,197247600,1073531,402911200,1943214,1472400,7495
566,656071953,603156899,22946099,181706,19967800,111307,586800,2218
567,4427012213,251448509,2901201,26866,2177200,18529,130000,338
568,251827150,3719162410,374237601,2197988,453762600,2026241,2640499,11532
569,2079097719,530103770,271532400,1633658,426590299,1916497,2196800,10983
570,880801407,1390335287,93484801,561770,84362600,284172,1260301,4681
571,432450765,5203306457,143838201,727784,122186800,375454,2041600,6409
572,4289087520,2347150954,253513601,1173455,167574300,691049,2066500,7953
573,5149601577,249582236,272345400,1458323,156875400,718820,2245101,7916
574,20923501,280466361,152692100,874913,316966600,1463443,1848200,7826
575,4438230835,399771783,77991200,521587,31056200,191324,821900,4161
576,253819571,1608423525,214787900,1061700,144839500,658468,1410900,7088
577,735026600,570663,322843299,1958504,322999600,1712596,1814600,9414
578,263407536,2813909821,39810100,294893,38149400,101772,601100,2862
579,4086020513,2214510314,249883800,1666132,358795201,1599462,2320400,10767
580,2122682936,2457376857,293617100,1656595,392006000,1949323,2308900,10494
581,310879703,417280441,404359300,2264442,472080600,2010964,1960199,9346
582,452135349,1168492699,11969501,104267,5454400,40947,196900,675
583,1153310575,506350521,332339000,1939669,376644200,1855790,2259600,11320
584,259983162,2411514884,356193700,1942771,367479101,1848995,1975700,9369
585,1124844571,1311823809,358386900,1942474,525502699,1912653,2837500,10044
586,1128106859,443699144,433824500,2244089,454878400,1932534,1735200,7210
587,1091807481,3657487850,201071501,1322413,115647500,621826,914600,4141
588,1114488486,315981769,342894300,2194745,435592100,1870212,2178100,9907
589,4494088483,918739327,323748800,1731777,235863201,837294,2611601,9170
590,1457092123,1068965037,57031000,390959,130172099,530720,1505100,5488
591,1183090196,835405546,235873900,1369571,227278300,987528,1719100,7856
592,1142148720,4462122030,326624700,1803039,385590800,1701456,2457200,11359
593,5241869412,986067506,328289001,1839242,500937900,2019797,3354200,14045
594,4285001510,2509782715,515796600,2406249,539502299,1927692,3582500,10901
595,21455840,1569484974,182020500,987931,126073000,604063,2565500,11949
596,2497108078,1246360069,389870900,2044672,494400100,2014588,2609300,9134
597,75620277,1122279879,288593501,1643297,199679999,895376,2284901,9369
598,282018622,4621421773,74982701,456827,22950000,150569,943799,4274
599,332343424,3777851166,3345100,30459,1745800,14427,163100,545
600,280394986,525850559,358891600,2055174,488997800,2202162,2237001,9794
601,4436237700,3254033760,79024600,564181,130617200,686490,1457700,7460
602,2375811706,3696540140,365533800,1887224,239543200,1012925,2577100,10134
603,493428408,2411655480,166385499,982158,100722699,521313,1943599,8511
604,3897691709,2501426745,311057100,1805575,394915700,1861244,2075299,9424
605,3898761356,2338107518,266897201,1433749,176737501,1019574,1420300,6127
606,2005343935,30945338,212779100,1510369,377349299,1931041,1871700,8698
607,360252188,2655529839,11010299,102441,25772400,186920,472100,2126
608,928788369,1571946337,177684301,948971,69103900,384043,1299100,5801
609,3893969003,1576155315,205503999,1384049,368821900,1855603,2673700,12764
610,1089473854,1268944557,224880801,1391679,372075400,1731476,2026500,7611
611,1689446192,1145892531,23878399,175426,7785700,55650,434301,1765
612,1157883100,582675876,319329700,1810531,302839000,1522375,2528500,11894
613,32347844,1283395418,204197401,1228526,448199600,2185164,2234900,11534
614,264132789,3494599306,365036300,1983735,220951400,1198213,1690500,7521
615,1604088060,2501125996,171945800,1173683,115780999,608515,1411600,8124
616,1268207459,275541138,327548400,1927381,406849499,2019221,2186800,11051
617,4874419064,1576155080,155860499,970022,128332200,668342,21744300,6873
618,1550093715,84873732,307438400,2076746,366801299,1785625,1920699,9391
619,119100963,1092791414,21062099,182506,9168600,73278,771101,3249
620,1172899589,3011981885,223723500,1488968,126115200,713876,1915900,10652
621,2745528737,4176680448,109972600,630344,78783701,437455,1164800,5740
622,30561923,2142658593,28592900,182537,17365299,95373,1072200,4080
623,387788547,1587649570,2873500,23350,8648800,56017,352900,1536
624,1147627054,664773886,190843600,997676,216236399,1086255,1801300,7231
625,1301903244,2919245069,339587700,2105273,399077100,1935372,1545500,6766
626,266165302,1735720334,6303901,53694,5676400,43235,445800,1507
627,1503717949,271843771,276681000,1728951,232305600,1130962,1762699,8213
628,4558555585,461987800,351838999,1988546,395109800,1785928,1154200,3972
629,258381270,310877949,207621700,933315,88617300,436597,1823600,8743
630,911745645,3368020802,413497499,2191704,498731400,2075567,2463100,8867
631,1141413184,2955845819,221882399,1135564,122255600,485768,1494100,6985
632,2989498320,3352115423,239603000,1275068,149612700,723870,1656501,6551
633,2723546733,2606351633,90155100,609785,54654000,318029,1278200,6426
634,4847381488,1454308299,90314300,610633,116484999,540833,1170400,5374
635,1194160005,3675300418,289067699,1394859,210369300,810233,2158999,9618
636,1182725529,1873136723,102902900,568290,121970399,580690,2405700,7051
637,264514149,3678939334,38940400,243222,21477700,134434,575900,2610
638,281873608,3953434949,145494601,732499,166820600,575575,1557800,5538
639,5188179698,2964712198,209873200,1066641,114223001,534429,1354900,5861
640,448896997,2293009592,115602300,739488,103138399,535472,1655701,8640
641,673934115,265406615,64643500,460528,55892800,327763,791300,3139
642,3796126000,2876504333,166344101,1149910,376109800,1850696,1846500,10156
643,2514050613,669098735,28908000,213287,25427101,179120,947200,4887
644,2686172925,937036048,49197701,372696,64106399,396882,1386600,7142
645,3577234165,1486379204,45702400,350245,28907800,174491,626601,3597
646,4538664288,1446646106,77249800,477833,81187700,435898,1259300,5836
647,1563032773,434115105,198417000,1032236,134456599,631248,1761501,7875
648,4040512605,366041409,369074599,2035700,461649800,1856114,2286300,9751
649,878629692,301999679,192507400,878797,123080700,586446,2173699,9828
650,253112043,1097906291,240484500,1265646,202393700,762118,2040101,9234
651,4811992091,1388306271,429209701,2400414,489820399,1934301,1977200,8556
652,957663432,656632775,375744300,1815126,438530600,1821203,1901100,6982
